mp_slot,character_name,mpbody_const,body_id,body_const,body_file_const,body_file_id,body_rom_or_external_filename,mp_head_slot,head_const,head_id,head_file_const,head_file_id,head_rom_or_external_filename,head_require_feature,head_availability_note,hand_file_const,hand_file_id,hand_rom_or_external_filename,notes
0x14,CI Male Lab Technician,MPBODY_CILABTECH,0x008E,BODY_CILABTECH,FILE_CCILABTECH,0x04A5,CcilabtechZ,0x32,HEAD_TINTIN,0x0051,FILE_CHEADTINTIN,0x07D5,CheadtintinZ,0,base,FILE_GHAND_CIFEMTECH,0x0534,Ghand_cifemtechZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x14,CI Male Lab Technician,MPBODY_CILABTECH,0x008E,BODY_CILABTECH,FILE_CCILABTECH,0x04A5,CcilabtechZ,0x33,HEAD_MUNTON,0x0052,FILE_CHEADMUNTON,0x07D6,CheadmuntonZ,0,base,FILE_GHAND_CIFEMTECH,0x0534,Ghand_cifemtechZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x14,CI Male Lab Technician,MPBODY_CILABTECH,0x008E,BODY_CILABTECH,FILE_CCILABTECH,0x04A5,CcilabtechZ,0x34,HEAD_STAMPER,0x0053,FILE_CHEADSTAMPER,0x07D7,CheadstamperZ,0,base,FILE_GHAND_CIFEMTECH,0x0534,Ghand_cifemtechZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x14,CI Male Lab Technician,MPBODY_CILABTECH,0x008E,BODY_CILABTECH,FILE_CCILABTECH,0x04A5,CcilabtechZ,0x35,HEAD_PHELPS,0x0055,FILE_CHEADPHELPS,0x07D9,CheadphelpsZ,0,base,FILE_GHAND_CIFEMTECH,0x0534,Ghand_cifemtechZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x14,CI Male Lab Technician,MPBODY_CILABTECH,0x008E,BODY_CILABTECH,FILE_CCILABTECH,0x04A5,CcilabtechZ,0x36,HEAD_ALEX,0x0045,FILE_CHEADALEX,0x07C1,CheadalexZ,0,base,FILE_GHAND_CIFEMTECH,0x0534,Ghand_cifemtechZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x14,CI Male Lab Technician,MPBODY_CILABTECH,0x008E,BODY_CILABTECH,FILE_CCILABTECH,0x04A5,CcilabtechZ,0x37,HEAD_JULIANNE,0x0046,FILE_CHEADJULIANNE,0x07C2,CheadjulianneZ,0,base,FILE_GHAND_CIFEMTECH,0x0534,Ghand_cifemtechZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x14,CI Male Lab Technician,MPBODY_CILABTECH,0x008E,BODY_CILABTECH,FILE_CCILABTECH,0x04A5,CcilabtechZ,0x38,HEAD_LAURA,0x0047,FILE_CHEADLAURA,0x07C3,CheadlauraZ,0,base,FILE_GHAND_CIFEMTECH,0x0534,Ghand_cifemtechZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x14,CI Male Lab Technician,MPBODY_CILABTECH,0x008E,BODY_CILABTECH,FILE_CCILABTECH,0x04A5,CcilabtechZ,0x39,HEAD_EDMCG,0x001F,FILE_CHEADEDMCG,0x0238,CheadedmcgZ,0,base,FILE_GHAND_CIFEMTECH,0x0534,Ghand_cifemtechZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x14,CI Male Lab Technician,MPBODY_CILABTECH,0x008E,BODY_CILABTECH,FILE_CCILABTECH,0x04A5,CcilabtechZ,0x3A,HEAD_ANKA,0x0020,FILE_CHEADANKA,0x023A,CheadankaZ,0,base,FILE_GHAND_CIFEMTECH,0x0534,Ghand_cifemtechZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x14,CI Male Lab Technician,MPBODY_CILABTECH,0x008E,BODY_CILABTECH,FILE_CCILABTECH,0x04A5,CcilabtechZ,0x3B,HEAD_LESLIE_S,0x0021,FILE_CHEADLESLIE_S,0x023D,Cheadleslie_sZ,0,base,FILE_GHAND_CIFEMTECH,0x0534,Ghand_cifemtechZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x14,CI Male Lab Technician,MPBODY_CILABTECH,0x008E,BODY_CILABTECH,FILE_CCILABTECH,0x04A5,CcilabtechZ,0x3C,HEAD_MATT_C,0x0022,FILE_CHEADMATT_C,0x0243,Cheadmatt_cZ,0,base,FILE_GHAND_CIFEMTECH,0x0534,Ghand_cifemtechZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x14,CI Male Lab Technician,MPBODY_CILABTECH,0x008E,BODY_CILABTECH,FILE_CCILABTECH,0x04A5,CcilabtechZ,0x3D,HEAD_PEER_S,0x0023,FILE_CHEADPEER_S,0x0245,Cheadpeer_sZ,0,base,FILE_GHAND_CIFEMTECH,0x0534,Ghand_cifemtechZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x14,CI Male Lab Technician,MPBODY_CILABTECH,0x008E,BODY_CILABTECH,FILE_CCILABTECH,0x04A5,CcilabtechZ,0x3E,HEAD_EILEEN_T,0x0024,FILE_CHEADEILEEN_T,0x0247,Cheadeileen_tZ,0,base,FILE_GHAND_CIFEMTECH,0x0534,Ghand_cifemtechZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x14,CI Male Lab Technician,MPBODY_CILABTECH,0x008E,BODY_CILABTECH,FILE_CCILABTECH,0x04A5,CcilabtechZ,0x3F,HEAD_ANDY_R,0x0025,FILE_CHEADANDY_R,0x0262,Cheadandy_rZ,0,base,FILE_GHAND_CIFEMTECH,0x0534,Ghand_cifemtechZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x14,CI Male Lab Technician,MPBODY_CILABTECH,0x008E,BODY_CILABTECH,FILE_CCILABTECH,0x04A5,CcilabtechZ,0x40,HEAD_BEN_R,0x0026,FILE_CHEADBEN_R,0x0267,Cheadben_rZ,0,base,FILE_GHAND_CIFEMTECH,0x0534,Ghand_cifemtechZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x14,CI Male Lab Technician,MPBODY_CILABTECH,0x008E,BODY_CILABTECH,FILE_CCILABTECH,0x04A5,CcilabtechZ,0x41,HEAD_STEVE_K,0x0027,FILE_CHEADSTEVE_K,0x0268,Cheadsteve_kZ,0,base,FILE_GHAND_CIFEMTECH,0x0534,Ghand_cifemtechZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x14,CI Male Lab Technician,MPBODY_CILABTECH,0x008E,BODY_CILABTECH,FILE_CCILABTECH,0x04A5,CcilabtechZ,0x42,HEAD_SANCHEZ,0x002E,FILE_CHEADSANCHEZ,0x04AC,CheadsanchezZ,0,base,FILE_GHAND_CIFEMTECH,0x0534,Ghand_cifemtechZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x14,CI Male Lab Technician,MPBODY_CILABTECH,0x008E,BODY_CILABTECH,FILE_CCILABTECH,0x04A5,CcilabtechZ,0x43,HEAD_TIM,0x0041,FILE_CHEADTIM,0x07BD,CheadtimZ,0,base,FILE_GHAND_CIFEMTECH,0x0534,Ghand_cifemtechZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x14,CI Male Lab Technician,MPBODY_CILABTECH,0x008E,BODY_CILABTECH,FILE_CCILABTECH,0x04A5,CcilabtechZ,0x44,HEAD_KEN,0x003F,FILE_CHEADKEN,0x07C5,CheadkenZ,0,base,FILE_GHAND_CIFEMTECH,0x0534,Ghand_cifemtechZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x14,CI Male Lab Technician,MPBODY_CILABTECH,0x008E,BODY_CILABTECH,FILE_CCILABTECH,0x04A5,CcilabtechZ,0x45,HEAD_EILEEN_H,0x002C,FILE_CHEADEILEEN_H,0x04A7,Cheadeileen_hZ,0,base,FILE_GHAND_CIFEMTECH,0x0534,Ghand_cifemtechZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
